timestamp,X,Y,Z
1788345213401,83.578491,-39.661389,-3.557659
1788345213502,83.727007,-39.714063,-3.257793
1788345213603,83.810014,-39.733157,-3.111021
1788345213704,83.842109,-39.722191,-2.983293
1788345213805,83.758179,-39.655914,-3.078843
1788345213906,83.854417,-39.755471,-2.766945
1788345214006,83.627129,-39.709070,-3.090369
1788345214107,83.702309,-39.685909,-2.889601
1788345214208,83.449988,-39.612799,-3.318022
1788345214309,83.513946,-39.660668,-3.153110
1788345214410,83.399287,-39.645116,-3.259805
1788345214511,83.333451,-39.634392,-3.313541
1788345214612,83.353675,-39.691739,-3.270576
1788345214713,83.372465,-39.701612,-3.207745
1788345214814,83.339687,-39.607782,-3.266976
1788345214914,83.422257,-39.620585,-3.145049
1788345215015,83.363258,-39.612129,-3.248659
1788345215116,83.263414,-39.610302,-3.336092
1788345215217,83.283898,-39.616876,-3.257343
1788345215318,83.251653,-39.588569,-3.370799
1788345215419,83.254986,-39.578149,-3.370007
1788345215520,83.285961,-39.685896,-3.349367
1788345215621,83.226121,-39.708551,-3.365349
1788345215722,83.233641,-39.738645,-3.344815
1788345215822,83.255771,-39.724923,-3.273797
1788345215923,83.261584,-39.710566,-3.212632
1788345216024,83.242691,-39.739898,-3.180671
1788345216125,83.246284,-39.718028,-3.201909
1788345216226,83.301738,-39.713530,-3.119527
1788345216327,83.394451,-39.676081,-3.058358
1788345216428,83.376269,-39.655078,-3.116293
1788345216529,83.345247,-39.649853,-3.167986
1788345216630,83.307797,-39.621873,-3.171579
1788345216730,83.335097,-39.731337,-3.087629
1788345216831,83.285769,-39.713568,-3.093608
1788345216932,83.321191,-39.659579,-3.050488
1788345217033,83.247206,-39.671969,-3.278449
1788345217134,83.225274,-39.630431,-3.252690
1788345217235,83.233805,-39.600129,-3.242275
1788345217336,83.214831,-39.598298,-3.330956
1788345217437,83.236838,-39.702691,-3.239592
1788345217538,83.159691,-39.649952,-3.379745
1788345217638,83.213445,-39.662355,-3.227434
1788345217739,83.178802,-39.604531,-3.339319
1788345217840,83.158755,-39.597404,-3.343639
